n porównania przestawienia czas
3700 274131 201649 6.264 
3700 279942 206095 7.907 
3700 276460 203660 7.682 
3700 277415 205819 6.244 
3700 278302 205484 8.375 
3700 278934 204350 6.344 
3700 279534 205036 6.27 
3700 282045 208513 6.375 
3700 278276 203857 6.192 
3700 279565 205103 5.799 
3700 281844 205744 7.557 
3700 276617 202836 6.171 
3700 278613 205214 6.642 
3700 280110 206627 5.566 
3700 278868 206676 6.222 
3700 279170 207131 6.257 
3700 280753 206060 8.127 
3700 275875 202347 8.124 
3700 278166 206781 6.974 
3700 281489 205099 5.527 
3700 282231 206563 4.448 
3700 280426 207540 6.271 
3700 280957 205262 6.696 
3700 276735 203660 6.242 
3700 278400 206270 4.447 
3700 285333 208256 5.031 
3700 275987 203228 6.216 
3700 278392 203625 4.645 
3700 285516 209409 6.351 
3700 278617 204662 6.249 
3700 279321 207090 6.725 
3700 281324 207589 6.329 
3700 277221 204468 6.49 
3700 280628 206542 6.779 
3700 277330 204626 5.571 
3700 279944 205581 6.406 
3700 280850 203059 6.228 
3700 262713 194059 6.745 
3700 276991 204150 6.309 
3700 279691 206675 7.017 
3700 278738 205214 4.73 
3700 277013 203165 6.241 
3700 275484 201538 6.372 
3700 280595 206901 5.784 
3700 279561 204913 4.465 
3700 277109 202897 6.873 
3700 283206 207670 4.478 
3700 278932 206263 4.422 
3700 276447 202815 4.442 
3700 276408 202605 4.401 
3700 281277 204677 4.789 
3700 279620 207939 6.888 
3700 283530 207628 6.326 
3700 277848 204265 5.38 
3700 276832 206060 4.45 
3700 282141 207584 4.47 
3700 278563 203704 7.337 
3700 281021 206806 7.125 
3700 279553 206111 6.3 
3700 283807 206297 6.783 
3700 282034 206683 6.373 
3700 281569 206991 6.278 
3700 278878 204903 8.572 
3700 273489 199579 5.351 
3700 279793 205216 7.599 
3700 278839 206410 4.956 
3700 279180 206218 7.095 
3700 280567 206188 7.042 
3700 284044 205956 6.268 
3700 280444 204462 6.248 
3800 291470 212511 5.232 
3800 288476 213024 4.819 
3800 286875 213477 6.516 
3800 290059 213824 6.451 
3800 291604 214390 5.701 
3800 291371 212776 5.354 
3800 284247 210863 4.553 
3800 288081 210640 4.696 
3800 286748 211241 5.397 
3800 283876 209482 6.428 
3800 288865 213948 7.067 
3800 289046 212839 7.16 
3800 291442 213026 5.723 
3800 287499 211038 4.502 
3800 284320 206747 4.774 
3800 288977 212419 5.12 
3800 284654 209837 6.415 
3800 286324 210625 4.736 
3800 286031 210654 6.784 
3800 287976 211944 4.572 
3800 284858 210930 6.453 
3800 284626 209022 6.388 
3800 289691 213613 6.493 
3800 285450 212990 6.623 
3800 287922 210494 4.585 
3800 285061 211542 6.505 
3800 273766 199054 6.168 
3800 284844 211091 5.513 
3800 285455 211264 6.494 
3800 282375 209287 6.198 
3800 285485 207002 6.334 
3800 287387 212499 6.36 
3800 288717 211903 5.278 
3800 291491 212492 5.271 
3800 292438 215061 6.362 
3800 283369 206964 7.999 
3800 285890 210598 6.696 
3800 288887 212278 6.422 
3800 283041 209247 7.372 
3800 284587 211053 6.592 
3800 284748 209630 6.306 
3800 286015 212626 7.917 
3800 290237 213145 6.452 
3800 280310 206362 6.33 
3800 273521 198050 4.347 
3800 291577 213544 6.402 
3800 283143 209535 6.316 
3800 287130 212139 9.107 
3800 289320 213173 7.324 
3800 287033 212103 4.569 
3800 290313 212100 6.462 
3800 289246 211822 6.418 
3800 287316 212359 6.427 
3800 288413 214687 7.45 
3800 288031 213960 6.332 
3800 285405 210267 8.458 
3800 289083 213642 6.251 
3800 279270 206800 8.498 
3800 288914 211106 4.614 
3800 287062 209827 4.543 
3800 292001 213374 6.521 
3800 286447 213177 8.817 
3800 286325 210975 6.344 
3800 290048 213463 6.591 
3800 292543 215152 8.548 
3800 294114 214310 5.183 
3800 285472 213033 6.794 
3800 290536 213493 7.274 
3800 287149 212124 6.981 
3800 290135 212973 6.887 
3800 285920 211277 4.561 
3800 280558 207746 6.344 
3800 287033 212410 6.419 
3800 288568 212171 6.913 
3800 291297 211589 6.422 
3800 290272 212125 6.436 
3800 287298 211301 6.442 
3800 291504 214098 7.271 
3800 290293 213717 6.902 
3800 288427 212929 6.997 
3800 289177 213929 4.581 
3800 285736 211636 5.089 
3800 284002 210182 6.618 
3800 286305 211591 7.455 
3800 287663 214063 6.472 
3800 288813 213779 6.526 
3800 287010 211758 6.64 
3800 284528 212000 4.557 
3800 285954 211615 6.141 
3800 283092 210727 7.177 
3800 287146 212794 6.414 
3800 285644 211560 8.753 
3800 288569 213845 8.362 
3800 290507 213753 8.027 
3800 283751 207939 8.616 
3800 285649 209958 7.12 
3800 288416 213958 6.036 
3800 292265 213009 6.48 
3800 290968 212767 7.378 
3800 288244 211281 6.729 
3900 302641 223511 5.46 
3900 290748 213929 4.632 
3900 295315 220993 6.693 
3900 297169 219286 6.461 
3900 296167 217864 4.873 
3900 290247 215891 6.725 
3900 291336 217302 6.641 
3900 295675 219233 7.002 
3900 293759 216184 6.422 
3900 297473 220528 6.659 
3900 300281 220711 6.603 
3900 296046 218831 4.931 
3900 293151 216565 5.507 
3900 298096 219918 6.421 
3900 303099 222328 6.598 
3900 295009 219269 4.731 
3900 295987 220653 8.076 
3900 294525 217418 6.903 
3900 293560 219284 4.72 
3900 296954 219472 8.37 
3900 298558 218568 4.709 
3900 294529 217989 6.543 
3900 299454 219834 6.211 
3900 298171 219512 6.833 
3900 295195 217544 6.815 
3900 293349 215288 6.441 
3900 295732 220087 6.777 
3900 297502 218394 6.633 
3900 299271 219391 6.636 
3900 295498 217933 6.523 
3900 297222 219827 5.452 
3900 299937 220035 4.715 
3900 297700 218666 6.604 
3900 295066 217032 6.561 
3900 294481 217034 6.565 
3900 294407 214619 6.542 
3900 299482 219291 6.679 
3900 299988 217744 6.698 
3900 295238 214485 5.184 
3900 299603 219659 6.502 
3900 298395 218375 6.567 
3900 293461 216016 4.633 
3900 296248 218627 8.67 
3900 296220 218186 5.205 
3900 297875 218835 5.099 
3900 295531 220151 7.541 
3900 294563 218685 6.685 
3900 294610 217823 6.323 
3900 296555 219952 6.638 
3900 296131 217735 4.684 
3900 300393 218861 5.856 
3900 299092 219899 6.725 
3900 280062 207247 6.383 
3900 301848 219446 6.575 
3900 295214 216979 5.28 
3900 298101 219028 6.64 
3900 298439 219698 8.752 
3900 298752 220553 7.626 
3900 294444 219242 6.89 
3900 295279 217622 6.57 
3900 298065 219155 6.607 
3900 287745 208691 4.605 
3900 297041 219219 4.729 
3900 296797 217211 5.242 
3900 297486 217689 7.576 
3900 295348 219823 4.694 
3900 300358 221289 6.436 
3900 298386 218143 6.529 
3900 299937 218168 6.672 
3900 289551 216114 6.471 
3900 296532 219062 6.742 
3900 295571 219580 6.646 
3900 295384 217039 6.613 
3900 297655 218257 4.734 
3900 295965 218477 7.354 
3900 297899 220380 4.709 
3900 297487 220515 5.78 
3900 297152 219187 6.622 
3900 296873 217369 4.726 
3900 296525 218257 6.675 
3900 296250 219431 7.078 
3900 299576 219964 6.179 
3900 290383 214413 4.672 
3900 294521 216700 4.736 
3900 294272 216718 4.701 
3900 296727 218186 6.225 
3900 297511 218056 6.67 
3900 297408 219219 5.954 
3900 296135 218570 7.033 
3900 297719 220174 6.68 
3900 279844 205700 6.899 
3900 295171 217802 7.111 
3900 289113 213347 5.876 
3900 297976 219117 7.189 
3900 301331 220999 7.679 
3900 298570 216578 7.536 
3900 299167 219456 7.091 
3900 294552 217468 6.7 
3900 299802 220092 6.749 
3900 296667 216831 8.565 
4000 305491 226499 5.266 
4000 308498 225529 7.098 
4000 302547 225417 7.381 
4000 306604 227347 8.636 
4000 308377 226194 8.843 
4000 305397 226111 5.232 
4000 306191 226979 5.866 
4000 307649 226425 7.99 
4000 297647 220509 4.799 
4000 299862 223437 6.424 
4000 307988 227557 4.997 
4000 304568 223747 7.305 
4000 286486 210238 6.452 
4000 309068 225158 4.893 
4000 296191 220269 6.658 
4000 305304 224584 4.839 
4000 304489 224138 7.081 
4000 304508 224888 6.158 
4000 306574 227105 4.874 
4000 298810 221527 7.887 
4000 308318 226701 5.15 
4000 303830 225126 7.069 
4000 305534 223211 4.844 
4000 304512 224203 6.671 
4000 295316 215028 6.321 
4000 303571 224533 6.794 
4000 297493 219523 6.638 
4000 306116 225262 4.824 
4000 309427 227523 7.075 
4000 306729 224476 6.827 
4000 307435 225407 7.193 
4000 306469 226026 4.832 
4000 309743 226818 6.572 
4000 310943 227902 6.676 
4000 303537 226312 4.829 
4000 305517 224735 6.522 
4000 307530 226044 7.83 
4000 308155 228008 6.849 
4000 306222 225352 6.81 
4000 304605 224553 7.633 
4000 309151 224901 5.679 
4000 294216 217433 6.288 
4000 305777 225196 6.996 
4000 305293 224459 6.654 
4000 305219 228614 4.846 
4000 309249 225463 4.847 
4000 305752 228197 6.396 
4000 305361 224575 5.958 
4000 308273 224559 6.647 
4000 304175 224979 7.382 
4000 303779 225914 6.749 
4000 306886 225103 6.978 
4000 307936 225858 9.073 
4000 307467 225965 6.884 
4000 304180 222460 7.864 
4000 293771 215771 6.901 
4000 304537 224761 4.943 
4000 303075 220377 4.754 
4000 299758 221781 5.255 
4000 305871 227830 8.355 
4000 305065 225347 7.166 
4000 305930 225630 6.86 
4000 308065 225824 6.83 
4000 307529 225423 5.643 
4000 307405 226440 8.091 
4000 306014 226263 6.607 
4000 305974 225633 8.117 
4000 303072 226605 6.754 
4000 304465 224764 4.835 
4000 306426 227955 4.847 
4000 303405 223722 7.605 
4000 306509 224400 7.619 
4000 303139 225174 5.925 
4000 306485 225798 6.847 
4000 300141 222350 6.801 
4000 306400 226644 6.681 
4000 302974 224079 6.292 
4000 303154 225419 8.398 
4000 307257 226624 5.094 
4000 304454 223650 6.86 
4000 304546 225286 6.177 
4000 300975 221377 6.858 
4000 309363 226103 6.678 
4000 301060 224024 5.165 
4000 305427 223762 7.124 
4000 302392 223915 6.809 
4000 308492 226396 7.835 
4000 308513 227155 6.912 
4000 297489 218000 6.653 
4000 305197 223416 6.408 
4000 304329 224631 4.831 
4000 308608 228274 8.48 
4000 304766 226073 7.144 
4000 307818 226789 6.872 
4000 302273 224774 6.639 
4000 306798 226287 6.328 
4000 301658 222979 6.626 
4000 303533 224900 6.812 
4000 304607 224417 7.184 
4000 305699 225485 6.769 
4100 309127 230046 5.937 
4100 319051 233480 8.199 
4100 308797 227790 4.946 
4100 318297 233129 4.972 
4100 311676 233012 4.92 
4100 313352 231510 7.808 
4100 312481 229514 4.922 
4100 312805 233523 6.845 
4100 317574 232901 5.26 
4100 311426 232644 4.984 
4100 313415 232093 7.079 
4100 314122 233841 6.96 
4100 312428 232666 4.986 
4100 308768 228910 5.999 
4100 312501 231404 6.987 
4100 309975 231157 6.723 
4100 310701 230130 7.086 
4100 315640 233106 5.856 
4100 312234 232275 6.957 
4100 314697 230898 6.986 
4100 313761 230202 6.725 
4100 318283 231272 6.791 
4100 314726 232598 4.968 
4100 303660 225430 6.804 
4100 313342 230526 4.932 
4100 318560 234157 9.263 
4100 319376 232743 7.925 
4100 311213 227513 4.891 
4100 313340 231364 4.954 
4100 311520 231616 5.426 
4100 315421 232520 6.992 
4100 311458 231479 4.954 
4100 315915 231943 6.786 
4100 314637 231601 4.963 
4100 311625 231161 7.624 
4100 312593 231948 5.031 
4100 304663 221407 6.855 
4100 310352 232240 5.905 
4100 310570 229830 7.396 
4100 310331 228244 4.887 
4100 309514 231732 4.973 
4100 313283 231595 7.599 
4100 312023 231308 6.969 
4100 313306 233431 8.698 
4100 313534 233605 7.002 
4100 313845 232920 6.823 
4100 313865 229914 7.971 
4100 308893 229554 4.937 
4100 313991 231500 4.96 
4100 309018 228194 7.915 
4100 312474 229797 6.912 
4100 314786 234032 4.997 
4100 316687 233378 7.031 
4100 310273 229354 7.124 
4100 313586 231149 6.83 
4100 308009 224185 6.798 
4100 315999 232112 6.681 
4100 312293 230730 4.967 
4100 316658 230721 7.15 
4100 312015 229608 9.072 
4100 313221 232023 7.411 
4100 310400 228451 6.803 
4100 315929 232477 6.774 
4100 310092 228797 7.108 
4100 308345 226262 5.125 
4100 308064 225786 4.888 
4100 311793 231706 7.262 
4100 312361 230719 7.832 
4100 310940 229207 5.379 
4100 314670 231992 5.038 
4100 312532 230220 4.975 
4100 311600 230595 6.682 
4100 310756 231422 7.067 
4100 313892 230885 7.454 
4100 303658 225003 6.77 
4100 318716 233478 6.94 
4100 306483 229631 7.163 
4100 313214 230548 7.417 
4100 314339 230687 6.587 
4100 318060 233509 7.148 
4100 311415 229896 6.818 
4100 314949 234412 6.995 
4100 314534 231146 6.923 
4100 310656 228427 6.986 
4100 312210 232152 4.952 
4100 312797 231677 6.706 
4100 317730 235479 6.8 
4100 313959 232445 4.951 
4100 311521 232322 6.54 
4100 316685 232315 6.959 
4100 309732 229882 9.807 
4100 313061 230589 5.005 
4100 315267 232308 6.751 
4100 311702 228613 4.952 
4100 310863 230798 6.973 
4100 313529 230584 7.305 
4100 318344 231921 7.079 
4100 312022 229235 6.761 
4100 313337 230250 7.373 
4100 312574 231338 4.975 
4200 324902 239190 5.747 
4200 319447 236145 5.37 
4200 324108 240198 7.237 
4200 322641 238269 7.228 
4200 323783 237203 6.932 
4200 319636 237149 5.103 
4200 324137 238320 5.599 
4200 324443 239230 7.278 
4200 317637 236468 6.956 
4200 324509 239446 9.56 
4200 317099 237311 8.227 
4200 322948 236383 7.516 
4200 327739 240335 5.61 
4200 328801 242175 5.227 
4200 324853 237567 6.714 
4200 326962 239368 5.114 
4200 321267 235813 5.063 
4200 323572 238855 7.069 
4200 318500 236156 5.028 
4200 323574 237239 5.59 
4200 321506 237779 5.053 
4200 324561 237930 8.621 
4200 316296 231973 5.036 
4200 317800 233035 7.615 
4200 326617 240055 5.168 
4200 321497 238273 7.312 
4200 325047 238353 5.538 
4200 321576 238979 5.257 
4200 319040 238512 5.03 
4200 328899 238684 7.839 
4200 320630 238436 5.085 
4200 323826 240099 7.249 
4200 308367 226643 7.442 
4200 322513 239535 7.012 
4200 321185 238853 8.549 
4200 313885 229863 6.997 
4200 324164 239418 7.224 
4200 320808 233947 5.027 
4200 321630 237394 7.176 
4200 321529 238522 6.77 
4200 320410 237492 5.111 
4200 324093 236627 6.755 
4200 321929 237807 5.147 
4200 323416 239436 6.471 
4200 327903 242390 6.686 
4200 322804 236593 7.056 
4200 322813 238062 5.105 
4200 324056 238953 8.296 
4200 312177 230437 5 
4200 321692 237755 5.07 
4200 322807 237121 6.411 
4200 322522 237585 5.303 
4200 319674 236943 8.199 
4200 321367 236655 5.074 
4200 321517 239264 5.584 
4200 311907 229969 6.469 
4200 320447 236809 7.086 
4200 318708 233833 6.768 
4200 323806 237458 6.147 
4200 319868 237284 8.373 
4200 322247 237030 7.205 
4200 323766 237233 5.066 
4200 325826 238487 8.232 
4200 322680 235632 6.587 
4200 315551 234208 4.999 
4200 320289 236870 8.93 
4200 322972 238161 7.638 
4200 320666 236521 5.602 
4200 318337 235854 7.098 
4200 320853 238884 5.103 
4200 323195 237734 5.288 
4200 317843 234873 8.148 
4200 319875 236666 5.085 
4200 322580 238739 6.751 
4200 321051 239134 8.706 
4200 317593 236350 5.058 
4200 321269 233754 6.928 
4200 318847 236516 6.77 
4200 323834 237325 6.854 
4200 325886 238353 5.477 
4200 319471 236772 5.108 
4200 320823 236315 6.176 
4200 325259 237985 5.142 
4200 322028 237070 6.066 
4200 315096 233196 5.377 
4200 315593 233655 5.044 
4200 315453 235759 6.271 
4200 326454 238940 5.089 
4200 322901 238507 7.024 
4200 323567 239128 5.382 
4200 327893 241839 5.217 
4200 325024 237819 6.981 
4200 317537 236366 7.96 
4200 324384 241026 8.052 
4200 323049 240426 5.157 
4200 324365 239172 9.009 
4200 325201 240276 10.054 
4200 316828 235506 7.578 
4200 320089 235083 7.811 
4200 319831 238836 7.603 
4300 329668 244098 5.501 
4300 334646 247437 8.193 
4300 333391 247211 5.317 
4300 331018 244879 6.622 
4300 331299 245431 6.808 
4300 333270 247003 5.223 
4300 328294 242249 5.436 
4300 322469 239016 7.252 
4300 333481 246978 5.583 
4300 328386 244690 7.763 
4300 332452 244573 8.34 
4300 330195 243349 5.259 
4300 325581 243059 6.98 
4300 332083 245984 5.244 
4300 331537 244814 7.388 
4300 334408 244225 6.885 
4300 333744 249351 5.474 
4300 330559 244229 8.151 
4300 330967 243551 5.238 
4300 333087 245312 7.455 
4300 332801 244103 5.226 
4300 337070 247549 6.359 
4300 332131 243876 5.434 
4300 334905 246694 5.258 
4300 328074 244630 7.337 
4300 330474 246460 8.271 
4300 334476 246971 5.276 
4300 336028 247167 5.235 
4300 330567 245330 8.502 
4300 335079 245506 7.39 
4300 331859 245475 7.593 
4300 328017 243652 5.161 
4300 336566 244879 6.881 
4300 328674 243044 7.357 
4300 331177 244039 6.863 
4300 330026 245206 7.487 
4300 327331 244191 7.844 
4300 333209 245174 7.689 
4300 332224 245390 5.703 
4300 334870 246601 6.553 
4300 333370 246776 7.013 
4300 331502 245178 5.204 
4300 331293 242304 8.448 
4300 330668 243541 5.249 
4300 331897 246258 5.577 
4300 331997 244839 7.036 
4300 328084 240787 7.844 
4300 335982 247706 6.888 
4300 330186 245163 5.195 
4300 333108 246112 5.321 
4300 331651 242708 5.204 
4300 334538 244114 7.056 
4300 333935 247704 7.56 
4300 330881 244309 7.089 
4300 326940 241106 7.352 
4300 318738 232438 7.402 
4300 332863 244635 6.665 
4300 329401 243525 5.194 
4300 332659 248153 5.287 
4300 329732 242968 6.486 
4300 333806 247518 6.883 
4300 337024 245613 5.274 
4300 335461 247039 8.066 
4300 329366 241237 5.198 
4300 334071 247829 6.476 
4300 329015 243853 6.824 
4300 332722 245519 5.252 
4300 331340 243908 9.284 
4300 334397 245468 8.645 
4300 331875 245977 5.232 
4300 330779 243610 8.638 
4300 332646 246051 7.125 
4300 336541 247910 5.297 
4300 328491 243778 6.92 
4300 333012 246235 6.582 
4300 332971 244540 6.694 
4300 336117 246968 7.665 
4300 329381 245568 6.984 
4300 331975 244644 5.222 
4300 325614 239307 6.916 
4300 326557 242048 7.492 
4300 332378 248545 6.887 
4300 330942 245568 7.293 
4300 328294 243955 5.242 
4300 333605 246069 5.234 
4300 330573 246255 5.236 
4300 330176 243887 5.681 
4300 326856 244954 7.305 
4300 331813 245904 7.806 
4300 330747 246010 8.436 
4300 330904 242014 5.206 
4300 333040 245581 7.53 
4300 331747 244188 8.225 
4300 333367 244964 5.27 
4300 329759 243070 6.82 
4300 328960 244548 7.412 
4300 331981 244845 5.243 
4300 323111 237311 5.131 
4300 338951 247513 8.616 
4300 328214 243055 7.448 
4400 333985 248345 5.475 
4400 337180 249115 7.417 
4400 336884 249631 5.421 
4400 340710 253103 5.689 
4400 339892 252309 8.334 
4400 331988 245941 5.247 
4400 334270 248012 6.369 
4400 346531 253521 5.438 
4400 344211 252843 6.369 
4400 342476 254687 7.152 
4400 342606 252068 7.739 
4400 341526 252809 7.637 
4400 340821 253515 7.24 
4400 337167 249834 5.36 
4400 341414 251548 7.542 
4400 341386 252110 5.428 
4400 340981 253607 6.509 
4400 342561 253842 5.422 
4400 342957 251117 5.349 
4400 340885 251308 5.405 
4400 337976 249736 5.379 
4400 339942 250281 6.893 
4400 339523 252884 7.114 
4400 334586 248180 6.978 
4400 343704 252425 5.388 
4400 341539 251688 5.355 
4400 338951 251058 7.356 
4400 345677 255233 5.424 
4400 337519 249668 6.259 
4400 331358 245755 8.729 
4400 341672 254509 7.434 
4400 345127 252963 5.418 
4400 341304 252193 8.167 
4400 341473 249824 5.309 
4400 342370 252770 7.275 
4400 341205 253650 9.475 
4400 337893 249916 5.635 
4400 337446 248760 5.342 
4400 338608 251633 6.603 
4400 346290 256542 9.294 
4400 336869 248679 5.305 
4400 339332 251059 7.591 
4400 339673 250876 7.685 
4400 338924 251564 7.244 
4400 342843 251135 6.743 
4400 344024 253136 9.351 
4400 338842 249959 7.231 
4400 344951 253217 5.436 
4400 333936 247403 5.312 
4400 337318 249762 7.139 
4400 341968 252737 8.887 
4400 342762 252299 7.901 
4400 337367 247935 5.366 
4400 339104 250445 7.229 
4400 336381 251461 6.769 
4400 343153 253210 6.951 
4400 340198 250081 7.002 
4400 338589 250714 5.321 
4400 338898 251695 5.369 
4400 341554 252159 8.553 
4400 335278 247058 9.218 
4400 338382 250537 9.901 
4400 339411 250538 7.629 
4400 341031 252157 6.829 
4400 336629 249668 5.31 
4400 339350 248636 7.521 
4400 338792 248866 5.748 
4400 340016 250824 5.332 
4400 340870 252712 8.073 
